Log_ID,Event_ID,Protocol,Source_Port,Destination_Port,Connection_Duration_Sec,Traffic_Flag
L002088,E002088,UDP,62466,49338,517,ACK
L002089,E002089,UDP,36054,1884,379,RST
L002090,E002090,TCP,63971,10233,128,RST
L002091,E002091,HTTPS,11808,39538,403,RST
L002092,E002092,UDP,31318,15018,281,ACK
L002093,E002093,TCP,42862,52974,281,ACK
L002094,E002094,HTTPS,35551,21292,308,FIN
L002095,E002095,HTTPS,54014,215,422,FIN
L002096,E002096,UDP,64508,9559,82,SYN
L002097,E002097,UDP,12381,48107,42,FIN
L002098,E002098,HTTP,8308,6242,499,FIN
L002099,E002099,UDP,19657,62773,554,FIN
L002100,E002100,HTTPS,16519,57037,368,SYN
L002101,E002101,HTTP,20479,27197,182,FIN
L002102,E002102,TCP,56150,50837,326,FIN
L002103,E002103,TCP,26544,61082,230,SYN
L002104,E002104,HTTPS,47518,43283,405,FIN
L002105,E002105,TCP,31930,3622,64,SYN
L002106,E002106,UDP,14368,28897,26,FIN
L002107,E002107,HTTPS,17436,52307,138,SYN
L002108,E002108,UDP,49076,59641,50,RST
L002109,E002109,HTTPS,1427,24589,522,SYN
L002110,E002110,HTTP,27465,38915,16,ACK
L002111,E002111,TCP,41132,32650,63,SYN
L002112,E002112,HTTPS,53113,9242,292,ACK
L002113,E002113,TCP,31305,21614,250,SYN
L002114,E002114,HTTPS,57118,30293,159,ACK
L002115,E002115,HTTPS,54715,39248,443,RST
L002116,E002116,HTTPS,14811,18296,332,RST
L002117,E002117,TCP,5874,48307,342,SYN
L002118,E002118,TCP,34702,24372,578,FIN
L002119,E002119,HTTP,37724,4437,308,RST
L002120,E002120,HTTP,4445,28637,518,ACK
L002121,E002121,TCP,9390,28930,76,FIN
L002122,E002122,UDP,26613,6097,504,SYN
L002123,E002123,HTTPS,30843,3960,450,ACK
L002124,E002124,HTTPS,9215,57824,37,SYN
L002125,E002125,HTTPS,16749,35493,332,FIN
L002126,E002126,HTTPS,5146,16171,234,ACK
L002127,E002127,HTTP,36322,6023,427,ACK
L002128,E002128,HTTP,36351,57779,102,ACK
L002129,E002129,TCP,55273,2346,320,ACK
L002130,E002130,HTTPS,57598,9431,390,RST
L002131,E002131,TCP,43811,21850,261,ACK
L002132,E002132,TCP,22538,36497,92,RST
L002133,E002133,HTTPS,10852,60194,298,SYN
L002134,E002134,HTTP,60476,28103,397,SYN
L002135,E002135,TCP,55026,4185,45,RST
L002136,E002136,TCP,37551,22797,529,SYN
L002137,E002137,HTTPS,6020,34701,217,ACK
L002138,E002138,HTTPS,21268,12666,448,RST
L002139,E002139,TCP,19611,23391,27,SYN
L002140,E002140,TCP,36814,31449,582,FIN
L002141,E002141,TCP,62980,14909,485,FIN
L002142,E002142,UDP,25237,42366,86,ACK
L002143,E002143,HTTP,4319,18691,180,RST
L002144,E002144,TCP,63206,61828,548,SYN
L002145,E002145,UDP,20437,4173,345,ACK
L002146,E002146,TCP,10214,5310,255,ACK
L002147,E002147,HTTPS,13574,1146,56,RST
L002148,E002148,TCP,52218,15414,173,RST
L002149,E002149,HTTP,62097,30236,242,RST
L002150,E002150,HTTPS,24104,28571,313,SYN
L002151,E002151,TCP,36070,38705,325,FIN
L002152,E002152,UDP,2082,31396,139,FIN
L002153,E002153,HTTP,48796,427,207,RST
L002154,E002154,HTTPS,17202,38319,316,SYN
L002155,E002155,UDP,64240,15528,33,FIN
L002156,E002156,HTTP,23679,10229,148,FIN
L002157,E002157,HTTP,19048,62837,271,ACK
L002158,E002158,UDP,33411,22375,82,FIN
L002159,E002159,TCP,58524,15424,411,ACK
L002160,E002160,UDP,23031,57756,332,RST
L002161,E002161,TCP,15433,13853,204,ACK
L002162,E002162,TCP,22812,28040,111,ACK
L002163,E002163,TCP,5125,8136,259,RST
L002164,E002164,UDP,61750,13562,440,RST
L002165,E002165,TCP,33550,11843,137,ACK
L002166,E002166,HTTP,47604,41444,190,ACK
L002167,E002167,TCP,53340,7700,88,SYN
L002168,E002168,TCP,61923,37532,572,ACK
L002169,E002169,TCP,33271,31612,593,ACK
L002170,E002170,UDP,13560,3081,74,ACK
L002171,E002171,TCP,41325,42279,585,RST
L002172,E002172,TCP,10618,1191,532,ACK
L002173,E002173,HTTPS,43086,60305,528,SYN
L002174,E002174,TCP,17450,15500,218,FIN
L002175,E002175,HTTPS,11766,64525,565,ACK
L002176,E002176,HTTP,33147,47063,584,SYN
L002177,E002177,HTTP,64158,35589,547,RST
L002178,E002178,HTTPS,43207,62358,456,SYN
L002179,E002179,HTTPS,26749,36489,516,SYN
L002180,E002180,UDP,18335,18613,438,FIN
L002181,E002181,HTTP,10407,60842,214,FIN
L002182,E002182,HTTPS,17832,33723,289,SYN
L002183,E002183,UDP,45003,50646,493,SYN
L002184,E002184,UDP,37821,2668,506,FIN
L002185,E002185,HTTP,64487,9516,166,FIN
L002186,E002186,TCP,5960,19757,484,RST
L002187,E002187,UDP,54076,26343,204,SYN
L002188,E002188,HTTP,58711,40837,411,FIN
L002189,E002189,HTTPS,27320,44396,547,SYN
L002190,E002190,HTTP,3563,51152,262,FIN
L002191,E002191,HTTP,58186,22327,293,FIN
L002192,E002192,UDP,27635,29817,590,ACK
L002193,E002193,UDP,59467,27321,204,ACK
L002194,E002194,HTTP,22602,44740,465,SYN
L002195,E002195,TCP,4717,60407,495,FIN
L002196,E002196,HTTPS,26757,52789,98,FIN
L002197,E002197,HTTP,43269,27801,408,FIN
L002198,E002198,HTTP,61253,38378,70,FIN
L002199,E002199,HTTPS,8073,3240,504,SYN
L002200,E002200,HTTPS,7645,6305,272,SYN
L002201,E002201,UDP,10948,43188,229,FIN
L002202,E002202,HTTPS,773,24727,369,FIN
L002203,E002203,HTTP,11398,11669,380,SYN
L002204,E002204,HTTP,18940,14075,455,SYN
L002205,E002205,HTTP,35021,33715,304,RST
L002206,E002206,TCP,34959,7186,517,FIN
L002207,E002207,HTTP,28831,49038,333,RST
L002208,E002208,HTTPS,34312,62441,143,RST
L002209,E002209,UDP,52179,28438,22,SYN
L002210,E002210,HTTPS,61826,61681,249,SYN
L002211,E002211,UDP,27805,23297,45,RST
L002212,E002212,HTTPS,18040,27792,458,FIN
L002213,E002213,UDP,12810,19513,16,RST
L002214,E002214,TCP,21022,22168,355,SYN
L002215,E002215,TCP,45564,63888,214,ACK
L002216,E002216,UDP,53461,63857,307,ACK
L002217,E002217,TCP,64357,50270,491,ACK
L002218,E002218,HTTPS,45871,18941,442,ACK
L002219,E002219,TCP,32852,64211,528,FIN
L002220,E002220,UDP,48843,16884,30,ACK
L002221,E002221,HTTPS,58632,8160,59,SYN
L002222,E002222,HTTP,48865,34146,337,ACK
L002223,E002223,HTTPS,13623,59188,183,ACK
L002224,E002224,TCP,3033,29179,542,FIN
L002225,E002225,HTTPS,31067,33727,571,FIN
L002226,E002226,HTTPS,9262,63348,42,FIN
L002227,E002227,HTTP,8831,1233,99,SYN
L002228,E002228,HTTPS,25746,57352,532,ACK
L002229,E002229,HTTPS,10814,26187,242,FIN
L002230,E002230,TCP,5235,51168,531,SYN
L002231,E002231,HTTP,37062,28751,460,FIN
L002232,E002232,TCP,36046,59719,86,ACK
L002233,E002233,HTTPS,5235,42404,374,SYN
L002234,E002234,UDP,49176,7228,287,ACK
L002235,E002235,UDP,30617,27214,234,FIN
L002236,E002236,UDP,52147,39091,279,RST
L002237,E002237,UDP,24342,29294,116,RST
L002238,E002238,UDP,20817,64952,296,RST
L002239,E002239,UDP,54926,30601,302,FIN
L002240,E002240,HTTPS,7297,20416,467,ACK
L002241,E002241,HTTPS,17329,61629,476,ACK
L002242,E002242,TCP,57421,45111,562,SYN
L002243,E002243,HTTPS,4876,8411,263,ACK
L002244,E002244,HTTPS,29067,33624,115,ACK
L002245,E002245,TCP,21748,23258,286,ACK
L002246,E002246,UDP,28786,16088,472,RST
L002247,E002247,TCP,17786,44453,115,FIN
L002248,E002248,HTTP,60137,62987,563,RST
L002249,E002249,TCP,14213,25893,286,ACK
L002250,E002250,UDP,15981,24129,587,SYN
L002251,E002251,HTTPS,15900,8382,527,RST
L002252,E002252,HTTPS,21034,49663,357,FIN
L002253,E002253,HTTP,2476,55259,25,FIN
L002254,E002254,UDP,4465,52798,13,RST
L002255,E002255,HTTP,30108,26719,14,SYN
L002256,E002256,HTTPS,46977,27396,409,RST
L002257,E002257,UDP,53934,38126,589,ACK
L002258,E002258,HTTPS,60545,35244,209,RST
L002259,E002259,TCP,56904,51013,515,SYN
L002260,E002260,HTTPS,48253,44589,556,ACK
L002261,E002261,TCP,32779,43202,600,ACK
L002262,E002262,UDP,34120,4629,23,SYN
L002263,E002263,UDP,26484,57647,143,FIN
L002264,E002264,TCP,33253,48729,205,SYN
L002265,E002265,HTTP,51809,44577,163,RST
L002266,E002266,HTTP,50834,25923,503,FIN
L002267,E002267,HTTP,60718,21084,431,ACK
L002268,E002268,UDP,9493,61339,346,SYN
L002269,E002269,HTTP,20017,42531,401,RST
L002270,E002270,HTTP,32843,57212,579,SYN
L002271,E002271,HTTP,37907,21727,278,RST
L002272,E002272,HTTP,11880,503,39,ACK
L002273,E002273,UDP,14730,19928,236,RST
L002274,E002274,TCP,63503,19430,189,FIN
L002275,E002275,UDP,44335,33004,536,SYN
L002276,E002276,TCP,16136,59680,482,ACK
L002277,E002277,HTTP,39835,10303,558,FIN
L002278,E002278,TCP,51298,48400,595,RST
L002279,E002279,HTTPS,20763,32243,238,FIN
L002280,E002280,UDP,41133,30521,332,SYN
L002281,E002281,UDP,61318,9917,22,RST
L002282,E002282,UDP,5647,54047,335,SYN
L002283,E002283,HTTP,25200,380,191,ACK
L002284,E002284,UDP,17654,32526,46,ACK
L002285,E002285,UDP,42021,60413,96,ACK
L002286,E002286,UDP,30425,35047,27,SYN
L002287,E002287,HTTPS,35241,20256,20,RST
L002288,E002288,HTTP,64608,65471,161,ACK
L002289,E002289,HTTP,21425,24020,50,RST
L002290,E002290,UDP,11505,51135,17,SYN
L002291,E002291,UDP,43147,8404,316,FIN
L002292,E002292,TCP,14433,2609,402,SYN
L002293,E002293,TCP,33559,24333,335,RST
L002294,E002294,TCP,18330,7962,202,RST
L002295,E002295,HTTP,139,53089,401,FIN
L002296,E002296,TCP,24571,55072,121,SYN
L002297,E002297,UDP,11925,11170,304,SYN
L002298,E002298,UDP,43974,46688,179,FIN
L002299,E002299,TCP,5126,1691,140,ACK
L002300,E002300,UDP,12779,57564,171,SYN
L002301,E002301,UDP,37315,37877,149,FIN
L002302,E002302,TCP,18574,64314,201,RST
L002303,E002303,UDP,20791,2393,186,ACK
L002304,E002304,TCP,46762,17635,96,RST
L002305,E002305,TCP,3454,45267,96,FIN
L002306,E002306,UDP,44751,9322,104,SYN
L002307,E002307,HTTP,40041,31439,524,FIN
L002308,E002308,UDP,53305,56562,563,SYN
L002309,E002309,HTTP,61114,42812,262,FIN
L002310,E002310,TCP,46661,42787,321,SYN
L002311,E002311,HTTPS,61879,39760,560,SYN
L002312,E002312,HTTPS,26664,15850,32,SYN
L002313,E002313,TCP,7099,22812,292,ACK
L002314,E002314,TCP,53357,28528,466,SYN
L002315,E002315,TCP,43776,19181,122,SYN
L002316,E002316,HTTP,44208,64119,583,ACK
L002317,E002317,TCP,26655,17214,366,RST
L002318,E002318,UDP,42464,41018,40,SYN
L002319,E002319,UDP,41430,11582,516,ACK
L002320,E002320,HTTPS,50265,24142,158,ACK
L002321,E002321,HTTPS,8592,24481,139,SYN
L002322,E002322,HTTP,24840,23008,431,RST
L002323,E002323,TCP,57714,49951,445,RST
L002324,E002324,TCP,58579,64273,155,RST
L002325,E002325,HTTP,52704,17783,29,SYN
L002326,E002326,UDP,1444,22836,600,RST
L002327,E002327,UDP,21068,52306,216,ACK
L002328,E002328,UDP,20303,50634,475,SYN
L002329,E002329,HTTPS,43774,12972,26,RST
L002330,E002330,HTTPS,56815,35939,531,RST
L002331,E002331,HTTPS,54248,7611,598,ACK
L002332,E002332,TCP,46658,44073,149,ACK
L002333,E002333,HTTP,18954,2975,284,SYN
L002334,E002334,UDP,26454,49189,104,RST
L002335,E002335,HTTPS,51507,64307,542,FIN
L002336,E002336,HTTP,44978,4000,112,FIN
L002337,E002337,HTTPS,49071,42780,143,ACK
L002338,E002338,HTTP,52272,35455,278,SYN
L002339,E002339,TCP,26724,881,307,FIN
L002340,E002340,UDP,46319,28781,572,SYN
L002341,E002341,HTTP,59023,31068,46,FIN
L002342,E002342,HTTPS,19753,40165,482,SYN
L002343,E002343,HTTPS,9560,38137,136,ACK
L002344,E002344,HTTPS,36942,33654,107,FIN
L002345,E002345,UDP,14622,17755,377,ACK
L002346,E002346,UDP,35699,19533,223,SYN
L002347,E002347,UDP,27381,39430,474,ACK
L002348,E002348,UDP,7745,3322,190,SYN
L002349,E002349,HTTP,45081,10030,54,FIN
L002350,E002350,HTTPS,16979,22172,546,SYN
L002351,E002351,UDP,16942,16761,63,FIN
L002352,E002352,HTTP,28666,23380,383,SYN
L002353,E002353,HTTPS,48968,16866,259,FIN
L002354,E002354,TCP,16475,64799,313,FIN
L002355,E002355,UDP,49495,44996,27,FIN
L002356,E002356,HTTP,21003,23957,286,SYN
L002357,E002357,UDP,49461,34511,225,SYN
L002358,E002358,TCP,52854,29689,594,FIN
L002359,E002359,HTTP,59244,17707,144,ACK
L002360,E002360,UDP,9237,40917,597,FIN
L002361,E002361,HTTPS,64886,57245,313,ACK
L002362,E002362,HTTPS,62300,63048,430,ACK
L002363,E002363,TCP,55866,18255,338,FIN
L002364,E002364,TCP,37216,63305,321,RST
L002365,E002365,HTTPS,46561,18701,78,RST
L002366,E002366,UDP,35824,36263,182,SYN
L002367,E002367,TCP,65393,47278,354,ACK
L002368,E002368,HTTP,6723,10777,117,SYN
L002369,E002369,HTTP,24998,10455,260,SYN
L002370,E002370,TCP,28466,64142,395,FIN
L002371,E002371,HTTP,25591,14618,446,ACK
L002372,E002372,TCP,3189,61286,312,ACK
L002373,E002373,UDP,20974,38093,51,SYN
L002374,E002374,HTTP,26000,53890,312,SYN
L002375,E002375,HTTPS,43686,58713,383,FIN
L002376,E002376,HTTPS,37175,18744,103,FIN
L002377,E002377,HTTPS,63964,47723,463,ACK
L002378,E002378,HTTP,40588,62605,159,ACK
L002379,E002379,HTTPS,53234,9762,387,RST
L002380,E002380,HTTPS,17193,45902,113,RST
L002381,E002381,TCP,52930,53708,443,FIN
L002382,E002382,HTTPS,45073,25794,333,RST
L002383,E002383,HTTPS,20332,913,416,ACK
L002384,E002384,UDP,25109,23453,358,RST
L002385,E002385,TCP,29354,7608,96,SYN
L002386,E002386,HTTPS,37398,53995,428,RST
L002387,E002387,HTTPS,39287,14796,198,FIN
L002388,E002388,HTTPS,60915,10133,242,FIN
L002389,E002389,HTTP,13183,27747,186,FIN
L002390,E002390,TCP,22607,27254,200,ACK
L002391,E002391,HTTPS,39242,50482,301,RST
L002392,E002392,HTTPS,41363,19005,80,RST
L002393,E002393,UDP,14659,45860,263,RST
L002394,E002394,TCP,7607,3507,491,RST
L002395,E002395,HTTPS,25126,50646,56,FIN
L002396,E002396,UDP,18550,48943,352,SYN
L002397,E002397,UDP,21530,61026,570,SYN
L002398,E002398,HTTPS,44090,48488,381,FIN
L002399,E002399,TCP,41154,44442,412,SYN
L002400,E002400,HTTP,25059,19780,577,RST
L002401,E002401,HTTPS,427,63297,545,FIN
L002402,E002402,HTTPS,59112,25660,323,RST
L002403,E002403,TCP,13370,55853,394,ACK
L002404,E002404,UDP,57783,18573,143,RST
L002405,E002405,HTTPS,11724,9433,521,SYN
L002406,E002406,UDP,5733,29955,239,RST
L002407,E002407,HTTPS,49026,62136,354,RST
L002408,E002408,HTTPS,29973,15202,67,RST
L002409,E002409,TCP,61066,32039,172,RST
L002410,E002410,HTTPS,49680,10708,209,RST
L002411,E002411,HTTP,46713,29267,432,SYN
L002412,E002412,HTTP,30136,45784,452,RST
L002413,E002413,HTTP,45428,52563,490,SYN
L002414,E002414,HTTPS,16741,1856,170,ACK
L002415,E002415,HTTPS,7230,62060,140,ACK
L002416,E002416,HTTP,56449,59982,271,FIN
L002417,E002417,HTTPS,11442,17496,278,SYN
L002418,E002418,HTTPS,28232,17772,560,ACK
L002419,E002419,HTTPS,6335,19762,547,SYN
L002420,E002420,TCP,37918,39043,358,RST
L002421,E002421,TCP,63180,36846,260,ACK
L002422,E002422,TCP,32205,65221,22,ACK
L002423,E002423,UDP,49088,7613,369,RST
L002424,E002424,HTTPS,63553,31693,19,FIN
L002425,E002425,UDP,54068,16302,51,FIN
L002426,E002426,TCP,39301,35118,214,RST
L002427,E002427,TCP,26058,37287,422,ACK
L002428,E002428,HTTP,65184,40510,570,FIN
L002429,E002429,HTTPS,48597,37506,98,SYN
L002430,E002430,TCP,55230,12753,23,RST
L002431,E002431,HTTP,34617,25245,228,SYN
L002432,E002432,HTTP,3623,52900,313,FIN
L002433,E002433,TCP,61083,25492,86,RST
L002434,E002434,HTTPS,41696,42114,110,ACK
L002435,E002435,TCP,26062,13190,345,FIN
L002436,E002436,HTTP,12722,37599,439,SYN
L002437,E002437,TCP,19074,51470,537,SYN
L002438,E002438,TCP,20629,55401,499,FIN
L002439,E002439,HTTPS,23627,34750,269,SYN
L002440,E002440,UDP,19687,50036,259,RST
L002441,E002441,TCP,54206,14143,561,ACK
L002442,E002442,HTTPS,37249,45138,245,FIN
L002443,E002443,HTTP,49587,56606,279,FIN
L002444,E002444,HTTP,51625,60095,564,SYN
L002445,E002445,HTTP,56351,48162,458,ACK
L002446,E002446,TCP,63035,8199,340,ACK
L002447,E002447,HTTPS,4931,50245,293,FIN
L002448,E002448,HTTPS,41968,33942,184,FIN
L002449,E002449,HTTP,48083,41970,421,RST
L002450,E002450,UDP,28499,14061,58,FIN
L002451,E002451,TCP,9081,33893,95,RST
L002452,E002452,UDP,54464,28715,455,ACK
L002453,E002453,TCP,63814,30208,258,ACK
L002454,E002454,UDP,65154,57179,583,FIN
L002455,E002455,HTTPS,36124,41260,265,RST
L002456,E002456,HTTP,29340,2618,71,SYN
L002457,E002457,HTTP,44365,2240,258,FIN
L002458,E002458,UDP,7849,65238,448,ACK
L002459,E002459,UDP,13203,47660,339,RST
L002460,E002460,UDP,8131,55921,254,FIN
L002461,E002461,UDP,15702,24244,467,SYN
L002462,E002462,UDP,1106,58315,340,RST
L002463,E002463,HTTP,40452,8459,80,ACK
L002464,E002464,HTTPS,190,24916,526,ACK
L002465,E002465,HTTPS,50254,8743,533,RST
L002466,E002466,TCP,9327,64442,268,FIN
L002467,E002467,HTTPS,20313,52341,345,ACK
L002468,E002468,TCP,44299,55250,61,RST
L002469,E002469,HTTPS,41912,38328,66,RST
L002470,E002470,TCP,1003,50198,404,SYN
L002471,E002471,HTTPS,30485,20075,280,ACK
L002472,E002472,HTTP,64501,53013,241,FIN
L002473,E002473,HTTP,62480,42961,514,SYN
L002474,E002474,HTTPS,45961,44118,125,FIN
L002475,E002475,HTTPS,13565,16134,408,SYN
L002476,E002476,HTTPS,44512,62793,93,SYN
L002477,E002477,TCP,55332,15917,177,ACK
L002478,E002478,TCP,11804,12467,32,ACK
L002479,E002479,HTTPS,32591,10475,447,FIN
L002480,E002480,HTTPS,15012,65446,50,SYN
L002481,E002481,HTTPS,38990,64154,53,ACK
L002482,E002482,HTTP,1897,13602,288,ACK
L002483,E002483,TCP,26257,9575,529,FIN
L002484,E002484,TCP,18013,8974,308,FIN
L002485,E002485,TCP,41208,5050,451,ACK
L002486,E002486,UDP,4801,53321,76,FIN
L002487,E002487,UDP,41513,24757,517,FIN
L002488,E002488,HTTPS,15336,12738,280,RST
L002489,E002489,HTTPS,61403,60670,504,RST
L002490,E002490,HTTPS,34817,8454,222,SYN
L002491,E002491,TCP,48506,32018,223,RST
L002492,E002492,TCP,15752,59042,527,RST
L002493,E002493,HTTPS,19067,55542,452,FIN
L002494,E002494,UDP,33284,43514,359,SYN
L002495,E002495,UDP,24400,44084,471,SYN
L002496,E002496,HTTP,17429,58982,355,FIN
L002497,E002497,HTTP,10753,36589,261,FIN
L002498,E002498,HTTPS,41221,16666,186,SYN
L002499,E002499,TCP,38123,17485,249,SYN
L002500,E002500,HTTP,50885,18468,476,FIN
L002501,E002501,UDP,452,57506,132,RST
L002502,E002502,TCP,59679,35127,39,RST
L002503,E002503,HTTP,51835,46865,235,ACK
L002504,E002504,HTTP,50250,24649,472,RST
L002505,E002505,TCP,62729,1909,268,ACK
L002506,E002506,HTTPS,2629,38684,537,ACK
L002507,E002507,HTTPS,49186,63991,353,FIN
L002508,E002508,HTTP,41433,12935,231,SYN
L002509,E002509,HTTP,14247,60957,430,ACK
L002510,E002510,HTTP,29099,51799,91,RST
L002511,E002511,HTTPS,32971,2688,273,RST
L002512,E002512,TCP,22611,41320,327,FIN
L002513,E002513,HTTP,51609,8614,185,FIN
L002514,E002514,UDP,61909,17195,120,FIN
L002515,E002515,TCP,36617,29389,275,FIN
L002516,E002516,UDP,6358,42672,528,ACK
L002517,E002517,TCP,50793,46694,50,FIN
L002518,E002518,HTTPS,25503,50229,543,RST
L002519,E002519,HTTP,52636,24918,77,FIN
L002520,E002520,TCP,25197,21142,520,SYN
L002521,E002521,HTTP,6817,43398,520,RST
L002522,E002522,HTTP,63252,61667,131,SYN
L002523,E002523,HTTP,26310,26979,208,ACK
L002524,E002524,HTTPS,59287,11701,293,RST
L002525,E002525,UDP,61092,60567,42,ACK
L002526,E002526,HTTP,59489,49403,514,RST
L002527,E002527,HTTP,55556,15271,353,RST
L002528,E002528,HTTPS,27485,25650,481,ACK
L002529,E002529,HTTPS,54990,51066,38,ACK
L002530,E002530,UDP,56735,6341,123,ACK
L002531,E002531,HTTP,21092,36832,449,SYN
L002532,E002532,HTTP,57683,18024,504,FIN
L002533,E002533,HTTP,45197,46582,113,FIN
L002534,E002534,TCP,39213,38970,430,ACK
L002535,E002535,UDP,31533,48644,439,ACK
L002536,E002536,TCP,33511,9443,234,RST
L002537,E002537,TCP,1831,24511,438,SYN
L002538,E002538,UDP,12952,14822,531,SYN
L002539,E002539,HTTP,29229,46426,261,ACK
L002540,E002540,HTTPS,51573,62952,197,ACK
L002541,E002541,HTTP,12479,45815,511,FIN
L002542,E002542,TCP,6745,27939,147,FIN
L002543,E002543,HTTPS,60246,48813,466,SYN
L002544,E002544,HTTP,4640,7819,284,RST
L002545,E002545,HTTPS,30540,54701,132,RST
L002546,E002546,UDP,7641,45101,333,ACK
L002547,E002547,TCP,38943,52061,421,ACK
L002548,E002548,HTTPS,33538,49237,413,SYN
L002549,E002549,TCP,33998,48984,597,SYN
L002550,E002550,UDP,36625,15126,297,FIN
L002551,E002551,TCP,54896,8579,454,SYN
L002552,E002552,UDP,21835,43384,578,RST
L002553,E002553,HTTP,41580,41962,227,FIN
L002554,E002554,HTTP,4002,55808,531,FIN
L002555,E002555,HTTP,10450,55543,11,FIN
L002556,E002556,HTTP,41211,16472,193,RST
L002557,E002557,HTTPS,60710,30666,357,RST
L002558,E002558,HTTPS,20718,14929,543,RST
L002559,E002559,HTTPS,36755,33900,88,FIN
L002560,E002560,HTTP,65503,42319,227,ACK
L002561,E002561,HTTP,53520,5730,214,ACK
L002562,E002562,HTTPS,13370,12347,187,RST
L002563,E002563,HTTP,55031,3423,542,SYN
L002564,E002564,HTTP,20345,18799,585,SYN
L002565,E002565,UDP,1586,34158,313,ACK
L002566,E002566,HTTPS,15331,23385,121,ACK
L002567,E002567,TCP,20707,31248,529,RST
L002568,E002568,HTTP,46205,18112,553,ACK
L002569,E002569,HTTPS,5216,52820,181,SYN
L002570,E002570,HTTP,9732,44256,532,RST
L002571,E002571,TCP,2352,7897,598,SYN
L002572,E002572,HTTPS,10363,64861,302,RST
L002573,E002573,HTTP,9993,59284,77,ACK
L002574,E002574,UDP,23137,26594,167,FIN
L002575,E002575,HTTP,14365,30239,434,ACK
L002576,E002576,UDP,47413,64980,48,RST
L002577,E002577,HTTPS,60542,22979,276,FIN
L002578,E002578,HTTPS,57787,42144,440,RST
L002579,E002579,TCP,60465,12448,460,SYN
L002580,E002580,HTTPS,3100,4418,62,FIN
L002581,E002581,HTTP,31711,50935,371,ACK
L002582,E002582,UDP,64464,22477,473,FIN
L002583,E002583,UDP,30096,6115,115,RST
L002584,E002584,TCP,55242,44340,579,FIN
L002585,E002585,HTTPS,40505,7025,74,RST
L002586,E002586,TCP,32868,36736,509,FIN
L002587,E002587,TCP,23575,36055,132,RST
L002588,E002588,UDP,15476,39474,220,RST
L002589,E002589,HTTP,3757,33014,484,SYN
L002590,E002590,HTTP,31268,5199,362,RST
L002591,E002591,UDP,49930,6976,19,SYN
L002592,E002592,TCP,16951,59249,508,SYN
L002593,E002593,HTTP,2940,28476,346,RST
L002594,E002594,HTTP,52678,38798,49,SYN
L002595,E002595,UDP,59081,29131,14,RST
L002596,E002596,TCP,60722,64450,319,RST
L002597,E002597,UDP,38625,5412,65,ACK
L002598,E002598,HTTPS,41529,19249,187,ACK
L002599,E002599,HTTPS,52195,63250,528,ACK
L002600,E002600,HTTPS,64599,42543,443,ACK
L002601,E002601,UDP,7272,47447,291,RST
L002602,E002602,TCP,65524,6103,159,RST
L002603,E002603,TCP,49013,24281,426,ACK
L002604,E002604,UDP,26427,25428,176,ACK
L002605,E002605,HTTPS,8803,3441,106,ACK
L002606,E002606,HTTP,9291,56945,114,FIN
L002607,E002607,HTTPS,28668,15040,41,ACK
L002608,E002608,HTTPS,65530,8605,524,SYN
L002609,E002609,TCP,36129,1188,216,SYN
L002610,E002610,HTTPS,45082,34145,566,FIN
L002611,E002611,UDP,23922,38678,80,ACK
L002612,E002612,HTTP,60716,33087,201,RST
L002613,E002613,UDP,32648,59558,298,RST
L002614,E002614,UDP,19485,21730,137,RST
L002615,E002615,TCP,47453,14212,228,SYN
L002616,E002616,HTTPS,9757,12975,143,ACK
L002617,E002617,UDP,40571,12018,478,FIN
L002618,E002618,HTTP,6093,50909,218,RST
L002619,E002619,TCP,24429,60493,336,FIN
L002620,E002620,HTTP,1781,52260,353,FIN
L002621,E002621,HTTPS,21185,23081,206,ACK
L002622,E002622,HTTP,64256,7411,216,RST
L002623,E002623,TCP,53264,31268,45,ACK
L002624,E002624,HTTP,38284,40262,130,FIN
L002625,E002625,TCP,845,45243,491,SYN
L002626,E002626,HTTPS,53649,36130,480,RST
L002627,E002627,HTTPS,49228,23368,218,RST
L002628,E002628,TCP,55,18104,330,FIN
L002629,E002629,HTTP,32663,39774,298,ACK
L002630,E002630,HTTPS,56481,24250,245,RST
L002631,E002631,UDP,29822,13627,180,RST
L002632,E002632,HTTP,13200,29577,160,FIN
L002633,E002633,HTTP,17975,37336,497,SYN
L002634,E002634,UDP,60144,10440,396,FIN
